"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4287279";"";"None";"220.66";"0";"3.84";"61";"Oc1ccc(Oc2ccc(Cl)cc2)cc1";"IC50";"'='";"270000.0";"nM";"3.57";"";"";"UO_0000065";"16.17";"0.32";"-0.27";"12.11";"0";"CHEMBL4259497";"Inhibition of full length Escherichia coli DNA gyrase ATPase activity measured for 20 mins by lactate dehydrogenase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4257526";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";"";"0.27"
"CHEMBL4758336";"";"None";"547.03";"1";"3.79";"14";"CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3CN(CCO)C3CCCCC3)c(=O)[nH]c12.Cl";"IC50";"'='";"0.29";"nM";"9.54";"";"";"UO_0000065";"18.68";"0.35";"5.75";"7.08";"0";"CHEMBL4703502";"Inhibition of Escherichia coli DNA gyrase by measuring supercoiling activity incubated for 60 mins by fluorescence based assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4699558";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.29"
"CHEMBL3663200";"";"None";"482.43";"0";"0.06";"BDBM160028";"C[C@@H]1OCCN2c3c(cc4c(C(=O)N5CC(C#N)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12";"IC50";"'='";"1200.0";"nM";"5.92";"";"302941";"UO_0000065";"12.27";"0.23";"5.86";"3.75";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1200.0"
"CHEMBL4577939";"";"None";"392.42";"0";"3.32";"1";"CCNC(=O)Nc1cc(Nc2ccccc2O)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"16.28";"0.30";"3.07";"4.98";"0";"CHEMBL4386907";"Inhibition of Escherichia coli DNA gyrase(A2B2 tetramer) preincubated for 5 mins followed by ATP addition and measured once per minute for 20 to 30 minutes by ATPase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4385628";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"0.41"
"CHEMBL4570053";"";"None";"374.40";"0";"2.76";"15";"CCn1cc(-c2nc(NC(=O)c3ccccc3)n[nH]2)c(=O)c2ccc(C)nc21";"IC50";"'='";"3.89";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5234501";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5233247";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"3.89"
"CHEMBL4535844";"";"None";"516.20";"1";"4.79";"17";"CCn1cc(-c2nc(/N=C/c3ccc(Br)cc3)n[nH]2)c(=O)c2cc(Br)c(C)nc21";"IC50";"'='";"1.74";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5234501";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5233247";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"1.74"
"CHEMBL5281739";"";"None";"428.27";"0";"3.42";"65";"CC(C)COc1cc(C(=O)NCC(=O)O)ccc1NC(=O)c1cc(Cl)c(Cl)[nH]1";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"10.11";"0.21";"0.91";"3.59";"0";"CHEMBL5234501";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5233247";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"47.0"
"CHEMBL5281268";"";"None";"565.22";"1";"3.60";"68";"O=C(O)c1ccc(CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2cc(Br)c(Br)[nH]2)cc1";"IC50";"'='";"619.0";"nM";"6.21";"";"";"UO_0000065";"10.98";"0.26";"2.61";"4.72";"0";"CHEMBL5234501";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5233247";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.619"
"CHEMBL4857022";"";"None";"441.30";"0";"3.70";"7c";"Cc1[nH]c(C(=O)Nc2nc3ccc(C(=O)NCCC(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4815322";"Inhibition of Escherichia coli DNA gyrase assessed as reduction in relaxation of supercoiled pNO1 DNA measured after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4813947";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";"";"10.0"
"CHEMBL4862321";"";"None";"386.22";"0";"3.90";"25";"Cc1[nH]c(C(=O)Nc2nc3cc(O)c(C(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4815322";"Inhibition of Escherichia coli DNA gyrase assessed as reduction in relaxation of supercoiled pNO1 DNA measured after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4813947";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";"";"10.0"
"CHEMBL4868482";"";"None";"520.35";"2";"5.47";"31f";"Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccc(C(=O)O)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4815322";"Inhibition of Escherichia coli DNA gyrase assessed as reduction in relaxation of supercoiled pNO1 DNA measured after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4813947";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";"";"10.0"
"CHEMBL4868407";"";"None";"475.36";"1";"5.17";"47";"Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccccc4)cc(C(N)=O)cc3s2)c(Cl)c1Cl";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"16.74";"0.35";"2.79";"7.23";"0";"CHEMBL4815322";"Inhibition of Escherichia coli DNA gyrase assessed as reduction in relaxation of supercoiled pNO1 DNA measured after 30 mins by fluorescence assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4813947";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.5 hr";"INHIBITOR";"";"11.0"
"CHEMBL5267495";"";"None";"941.90";"3";"4.39";"Kibdelomycin";"C=C1CC[C@@H](O[C@H]2C[C@@](O)([C@H](C)NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](O)[C@@H](C)O2)[C@@H]2CC[C@H](C)[C@H](/C(O)=C3\C(=O)[C@H](C(C)C)N([C@@H]4O[C@@H](C)[C@@H](OC(N)=O)[C@@H](OC(C)=O)[C@H]4OC)C3=O)[C@@H]12";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"8.45";"0.17";"3.57";"3.08";"0";"CHEMBL5253306";"Inhibition of Escherichia coli DNA gyrase ATPase activity assessed as decrease in release of inorganic phosphate using kinetoplast DNA as substrate incubated for 1 hr by malachite green dye based colorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5252521";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.011"
"CHEMBL5315124";"LEVOFLOXACIN";"4.0";"740.76";"0";"1.54";"Levofloxacin";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O";"IC50";"'='";"3.2";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5244860";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5244219";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"INHIBITOR";"";"3.2"
"CHEMBL5272185";"";"None";"371.44";"0";"2.22";"52b";"C[C@H]1COc2cc(N3CC[C@@H](C(C)(C)N)C3)cc3c(=O)c(C(=O)O)cn1c23";"IC50";"'='";"3.2";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5244860";"Inhibition of Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5244219";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"INHIBITOR";"";"3.2"
"CHEMBL3659016";"";"None";"482.88";"0";"1.83";"BDBM159964";"C[C@@H]1CN2c3c(nc4c(-c5ccncc5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"800.0";"nM";"6.10";"";"302880";"UO_0000065";"12.63";"0.24";"4.27";"4.37";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"800.0"
"CHEMBL3658923";"";"None";"514.51";"1";"0.53";"BDBM159852";"CC(=O)N1CCN(c2noc3c(F)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)CC1";"IC50";"'='";"8300.0";"nM";"5.08";"";"302775";"UO_0000065";"9.88";"0.19";"4.55";"3.70";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"8300.0"
"CHEMBL3659006";"";"None";"507.43";"1";"0.95";"BDBM159951";"C[C@@H]1CN2c3c(cc4c(C(=O)N5CC(F)(F)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"300.0";"nM";"6.52";"";"302866";"UO_0000065";"12.85";"0.25";"5.57";"4.86";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"300.0"
"CHEMBL3663202";"";"None";"466.43";"0";"1.31";"BDBM160030";"C[C@@H]1CN2c3c(cc4c(-c5cnccn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1";"IC50";"'='";"7800.0";"nM";"5.11";"";"302943";"UO_0000065";"10.95";"0.21";"3.80";"3.66";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"7800.0"
"CHEMBL3659027";"";"None";"482.88";"0";"1.83";"BDBM159978";"C[C@@H]1CN2c3c(cc4c(-c5cnccn5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"200.0";"nM";"6.70";"";"302892";"UO_0000065";"13.87";"0.27";"4.87";"4.80";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"200.0"
"CHEMBL3663191";"";"None";"522.49";"1";"1.18";"BDBM160019";"C[C@@H]1CN2c3c(cc4c(C(=O)NCc5ccncc5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"1200.0";"nM";"5.92";"";"302932";"UO_0000065";"11.33";"0.21";"4.74";"3.80";"0";"CHEMBL3706109";"Fluorescence Polarisation Assay: In a black, 384-well polystyrene assay plate, 30 microliters/well of 5 nM Escherichia coli DNA gyrase A/B tetramer and 130 micrograms/ml of topologically relaxed plasmid containing the triplex-forming sequence TTCTTCTTCTTCTTCTTCTTCTTCTTC in an assay buffer consisting of 35 mM Tris-HCl (pH 7.5), 24 mM KCl, 4 mM MgCl2, 2 mM dithiothreitol, 1.8 mM spermidine, 5% (v/v) glycerol, 200 nM bovine serum albumin, 0.8% dimethylsulfoxide, and 0.3 mM ATP may be incubated at ambient temperature for (typically 30 minutes) in the absence or presence of 5-10 different concentrations of test compound. The supercoiling reactions may be quenched by the addition of 10 microliters/well of 40 nM oligodeoxynucleotide probe in 3x triplex-forming buffer consisting of 150 mM NaCl, and 150 mM sodium acetate at pH 3.5. The oligodeoxynucleotide probe may be 5x-BODIPY-FL-labeled TTCTTCTTC. After 60 minutes, the fluorescence anisotropy of the BODIPY-FL may be measured in a Tecan Ultra plate reader, using 485 nM.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3638965";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1200.0"
"CHEMBL4535701";"";"None";"722.70";"3";"1.28";"3";"CC(=O)O[C@@H]1[C@@H](C)O[C@@H](c2ccc3c(c2O)[C@@H](O)[C@]24O[C@@]2(C3=O)[C@@]2(O)C(=O)C=C(C)C[C@@]2(O)C[C@@H]4O)C[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"5.95";"0.11";"3.02";"1.74";"0";"CHEMBL4431458";"Inhibition of Escherichia coli JMtacA/JMtacB DNA gyrase subunit A2B2 S83W mutant using relaxed pBR322 DNA as substrate incubated for 30 mins in presence of ATP by ethidium bromide staining based agarose gel electrophoresis";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"UNDEFINED MUTATION";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4431297";"1";"Scientific Literature";"Medchemcomm";"2016";"None";"";"";"";"50.0"
"CHEMBL5078898";"";"None";"621.65";"1";"2.53";"5b";"O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1";"IC50";"'='";"2870.0";"nM";"5.54";"";"";"UO_0000065";"8.92";"0.17";"3.01";"3.32";"0";"CHEMBL5041012";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using pBR322 as substrate incubated for 30 mins by fluorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5038626";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";"";"2.87"
"CHEMBL8";"CIPROFLOXACIN";"4.0";"331.35";"0";"1.58";"Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"18.35";"0.35";"4.50";"8.15";"0";"CHEMBL5041012";"Inhibition of Escherichia coli DNA gyrase supercoiling activity using pBR322 as substrate incubated for 30 mins by fluorimetric assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5038626";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.5 hr";"INHIBITOR";"";"0.83"
"CHEMBL5276709";"";"None";"481.36";"0";"4.56";"7h";"Cc1[nH]c(C(=O)Nc2nc3c(N4[C@@H]5CC[C@H]4COC5)cc(C(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"16.38";"0.35";"3.33";"7.33";"0";"CHEMBL5251396";"Inhibition of Escherichia coli DNA gyrase supercoiling";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5247650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"13.0"
"CHEMBL4854181";"";"None";"476.34";"1";"5.77";"Cpd E";"Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccccc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL5251396";"Inhibition of Escherichia coli DNA gyrase supercoiling";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5247650";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"10.0"
"CHEMBL5570806";"";"None";"547.38";"1";"4.16";"9";"Cc1[nH]c(C(=O)/N=c2\sc3cc(NC(=O)C(=O)O)ccc3n2Cc2ccc(C(=O)O)cc2)c(Cl)c1Cl";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"11.87";"0.25";"2.33";"4.22";"0";"CHEMBL5553051";"Inhibition of Escherichia coli DNA gyrase supercoiling using relaxed pNO1 as substrate measured after 30 mins by SybrGOLD staining based fluorescence analysis";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL5550182";"1";"Scientific Literature";"Bioorg Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"0.32"
