"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL28";"APIGENIN";"None";"270.24";"0";"2.58";"5f";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"67.6";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687258";"In vitro antibacterial activity was determined as inhibitory concentration causing 50% DNA-gyrase supercoiling inhibition (SCI)";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"67.6"
"CHEMBL411723";"";"None";"401.34";"0";"2.88";"6";"O=C(O)c1cn(-c2ccc(F)cc2F)c2nc(C3=CCNCC3)c(F)cc2c1=O";"IC50";"'='";"5.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658171";"Inhibition of the gyrase mediated cleavage of supercoiled DNA";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126729";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"5.0"
"CHEMBL273348";"TOSUFLOXACIN";"2.0";"404.35";"0";"2.04";"F";"NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1";"IC50";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658171";"Inhibition of the gyrase mediated cleavage of supercoiled DNA";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126729";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"3.0"
"CHEMBL442194";"";"None";"466.58";"1";"6.64";"1";"Cc1cc(=O)oc2cc(CCc3n[nH]c4cccc(OCc5ccc(C(C)(C)C)cc5)c34)ccc12";"IC50";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657334";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.25"
"CHEMBL435838";"";"None";"375.38";"0";"2.21";"26";"O=C(O)c1cn(C2CC2)c2c(F)c(N3CCN4CCC3C4)c(F)cc2c1=O";"IC50";"'='";"2.9";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"2.9"
"CHEMBL345900";"";"None";"358.37";"0";"1.51";"14";"O=C(O)c1cn(C2CC2)c2nc(N3CC4CCC3CN4)c(F)cc2c1=O";"IC50";"'='";"6.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"6.3"
"CHEMBL544647";"";"None";"408.86";"0";"2.03";"37";"Cl.N[C@@H]1C[C@H]2CC[C@@H](C1)N2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"17.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"17.5"
"CHEMBL540589";"";"None";"424.27";"0";"1.72";"12";"Br.O=C(O)c1cn(C2CC2)c2cc(N3C[C@@H]4CC3CN4)c(F)cc2c1=O";"IC50";"'='";"1.9";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"1.9"
"CHEMBL36506";"NOVOBIOCIN";"4.0";"612.63";"2";"3.63";"NB";"CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C";"IC50";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"1";"CHEMBL657333";"Iinhibitory activity against Escherichia coli DNA gyrase";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1148360";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.25"
"CHEMBL4470688";"";"None";"369.43";"0";"1.41";"3";"CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"19.09";"0.36";"5.64";"5.63";"0";"CHEMBL4386907";"Inhibition of Escherichia coli DNA gyrase(A2B2 tetramer) preincubated for 5 mins followed by ATP addition and measured once per minute for 20 to 30 minutes by ATPase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4385628";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"0.089"
"CHEMBL4436644";"";"None";"354.41";"0";"2.47";"9";"CCNC(=O)Nc1cc(N2CCCC2)c(C(=O)Nc2cccnc2)cn1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"19.53";"0.36";"4.45";"6.97";"0";"CHEMBL4386907";"Inhibition of Escherichia coli DNA gyrase(A2B2 tetramer) preincubated for 5 mins followed by ATP addition and measured once per minute for 20 to 30 minutes by ATPase assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL4385628";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"0.12"
"CHEMBL3633519";"";"None";"433.39";"0";"1.80";"10b";"CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2C)C1";"IC50";"'='";"0.24";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3637681";"Inhibition of Escherichia coli DNA gyrase preincubated for 5 mins at 37 degC before addition of relaxed pBR322 as substrate by supercoiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3632612";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"0.24"
"CHEMBL421277";"";"None";"345.37";"0";"2.10";"29";"NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1";"IC50";"'='";"0.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"0.8"
"CHEMBL553807";"";"None";"425.86";"0";"2.77";"40";"Cl.N[C@@H]1C[C@H]2CC[C@@H](C1)N2c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F";"IC50";"'='";"3.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"3.8"
"CHEMBL164";"MYRICETIN";"None";"318.24";"1";"1.69";"SID56463598";"O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12";"IC50";"'='";"225.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687258";"In vitro antibacterial activity was determined as inhibitory concentration causing 50% DNA-gyrase supercoiling inhibition (SCI)";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"225.0"
"CHEMBL36506";"NOVOBIOCIN";"4.0";"612.63";"2";"3.63";"NB";"CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C";"IC50";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"1";"CHEMBL657334";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.25"
"CHEMBL42299";"";"None";"406.43";"0";"2.13";"3e";"CN1CCN(c2c(F)c(N(C)C)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1";"IC50";"'>'";"200.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"200.0"
"CHEMBL3357982";"";"None";"402.38";"0";"1.17";"(+)-2";"Cc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@@H]1[C@@H](C)O[C@H](C)CN31";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.60";"0.37";"6.72";"6.93";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"13.0"
"CHEMBL3357989";"";"None";"444.46";"0";"2.16";"(+/-)-8";"CC1CN2c3c(cc4c(C(C)(C)C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"12.14";"0.23";"3.24";"4.74";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"4.0"
"CHEMBL3357984";"";"None";"418.84";"0";"1.68";"(+/-)-3";"Cc1noc2c(Cl)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)C1C(C)OC(C)CN31";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"15.36";"0.30";"4.75";"5.65";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.37"
"CHEMBL95667";"";"None";"449.55";"0";"4.00";"16";"COC(=O)C1CN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CCC1=O";"IC50";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657334";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"4.0"
"CHEMBL421101";"";"None";"385.46";"0";"2.61";"14E";"CC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C[C@H]1N";"IC50";"'='";"12.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686741";"Inhibition of Quinolone resistant gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"12.8"
"CHEMBL348879";"";"None";"389.40";"0";"2.64";"22";"O=C(O)c1cn(C2CC2)c2c(F)c(N3CC4CCCC3CN4)c(F)cc2c1=O";"IC50";"'='";"2.9";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"2.9"
"CHEMBL2110221";"";"None";"360.39";"0";"1.74";"30F-R,R";"C[C@@H](N)[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1";"IC50";"'='";"0.75";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL875378";"Inhibition against DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126988";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"0.75"
"CHEMBL287166";"";"None";"557.64";"1";"2.85";"4h";"CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N(C)CCN(C)C)cc(=O)oc3c2C)OC1(C)C";"IC50";"'='";"0.35";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL687256";"Inhibitory activity against Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1134088";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.35"
"CHEMBL274469";"";"None";"364.35";"0";"1.30";"4";"Nc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"2.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"1";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"2.8"
"CHEMBL160497";"";"None";"372.40";"0";"1.85";"18";"CN1CC2CCC1CN2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"5.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"5.5"
"CHEMBL3357986";"";"None";"438.36";"0";"1.80";"(-)-5";"C[C@@H]1CN2c3c(cc4c(C(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"14.41";"0.28";"4.52";"5.55";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.48"
"CHEMBL3357990";"";"None";"400.41";"0";"2.03";"(+/-)-9";"Cc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)C1C(C)CC(C)CN31";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"16.15";"0.30";"4.44";"6.19";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.34"
"CHEMBL8";"CIPROFLOXACIN";"4.0";"331.35";"0";"1.58";"ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"19.82";"0.37";"4.99";"8.81";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.27"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"3, Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"IC50";"'='";"52.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"1";"CHEMBL658170";"Inhibition of DNA gyrase supercoiling in Escherichia coli.";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1130981";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"52.0"
"CHEMBL420884";"";"None";"374.42";"0";"2.13";"16E";"CC[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1N";"IC50";"'='";"25.6";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686742";"Inhibition of Wild Type DNA gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"25.6"
"CHEMBL420884";"";"None";"374.42";"0";"2.13";"16E";"CC[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1N";"IC50";"'>'";"102.4";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686741";"Inhibition of Quinolone resistant gyrase Supercoiling Activity in Escherichia coli";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1145050";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"102.4"
"CHEMBL148052";"";"None";"374.44";"0";"3.91";"6l";"Cc1c(N2CCc3ccccc3C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12";"IC50";"'='";"7.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686745";"Inhibitory effect against Escherichia coli Gyrase in Supercoiling assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1129595";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"7.8"
"CHEMBL8";"CIPROFLOXACIN";"4.0";"331.35";"0";"1.58";"CIP";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"19.69";"0.37";"4.94";"8.75";"1";"CHEMBL863775";"Inhibitory activity against wild type Escherichia coli gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1139657";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.3"
"CHEMBL15391";"";"None";"378.38";"0";"1.68";"4b";"NCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1";"IC50";"'='";"2.9";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"2.9"
"CHEMBL3357993";"";"None";"403.37";"0";"0.44";"(-)-12";"C[C@@H]1CN2c3c(cc4c(N)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"16.33";"0.31";"6.15";"4.71";"0";"CHEMBL3389960";"Inhibition of Escherichia coli DNA gyrase using fluorescence-tagged DNA by fluorescenct polarization assay";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL3352584";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.26"
"CHEMBL61949";"";"None";"332.34";"0";"0.98";"27";"O=C(O)c1cn(C2CC2)c2nc(N3CCNCC3)c(F)cc2c1=O";"IC50";"'>'";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL658171";"Inhibition of the gyrase mediated cleavage of supercoiled DNA";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1126729";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"25.0"
"CHEMBL544878";"";"None";"408.86";"0";"2.03";"31";"Cl.N[C@H]1C[C@H]2CC[C@@H](C1)N2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1";"IC50";"'='";"7.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL657329";"Compound evaluated in vitro for the ability to inhibit gyrase.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1125245";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"7.5"
"CHEMBL134293";"";"None";"597.58";"1";"3.07";"3k";"CC(=O)NC[C@H]1CN(c2ccc(OCC3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"9.54";"0.18";"2.63";"3.98";"0";"CHEMBL657999";"Inhibitory activity against DNA gyrase enzyme was determined by supercoiling assay with Escherichia coli DNA gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1146637";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"2.0"
"CHEMBL356984";"";"None";"448.47";"0";"2.71";"4f";"CCNCC1CCN(c2c(F)c(NC(C)=O)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1";"IC50";"'>'";"100.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL686626";"50% inhibitory concentration against DNA-gyrase";"B";"BAO_0000223";"protein complex format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL2094139";"DNA gyrase";"Escherichia coli";"PROTEIN COMPLEX";"CHEMBL1124255";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"100.0"
