smiles,ic50_value,is_active,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumHeteroatoms,NumAromaticRings,RingCount,FractionCSP3,HeavyAtomCount,Delta_MolWt,ZScore_MolWt,Delta_LogP,ZScore_LogP,Delta_TPSA,ZScore_TPSA,Delta_NumHDonors,ZScore_NumHDonors,Delta_NumHAcceptors,ZScore_NumHAcceptors,Delta_NumRotatableBonds,ZScore_NumRotatableBonds,Delta_NumHeteroatoms,ZScore_NumHeteroatoms,Delta_NumAromaticRings,ZScore_NumAromaticRings,Delta_RingCount,ZScore_RingCount,Delta_FractionCSP3,ZScore_FractionCSP3,Delta_HeavyAtomCount,ZScore_HeavyAtomCount,MN_num_nodes,MN_num_metabolites,MN_num_reactions,MN_num_edges,MN_avg_degree,MN_std_degree,MN_max_degree,MN_density
NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.8,1,345.37400000000014,2.1011999999999995,88.56,2,5,3,7,2,4,0.4444444444444444,25,-93.47102710551792,-0.8729316640823533,-0.6010014617618604,-0.42192428478234073,-22.00947725072602,-0.5778713912107699,-0.5837366892545983,-0.48695101064299107,-1.4878993223620522,-0.6081153585118425,-1.245885769603098,-0.47642138313080035,-2.646660212971927,-0.8565073137001026,-0.6689254598257501,-0.909075722117458,-0.2904162633107452,-0.22782974347666796,0.11285334314068474,0.7219735104413677,-5.48402710551791,-0.7334180359224288,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
Cl.N[C@@H]1C[C@H]2CC[C@@H](C1)N2c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,3.8,1,425.8630000000002,3.193100000000001,88.56,2,5,3,9,2,5,0.5,29,-12.98202710551783,-0.12123994862695697,0.4908985382381412,0.3446281379077475,-22.00947725072602,-0.5778713912107699,-0.5837366892545983,-0.48695101064299107,-1.4878993223620522,-0.6081153585118425,-1.245885769603098,-0.47642138313080035,-0.646660212971927,-0.2092709895946119,-0.6689254598257501,-0.909075722117458,0.7095837366892548,0.5566640065613259,0.16840889869624032,1.0773873453595197,-1.4840271055179102,-0.19846952322490452,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,225.0,1,318.237,1.6935999999999998,151.59,6,8,1,8,3,3,0.0,23,-120.60802710551803,-1.1263657741137012,-1.0086014617618602,-0.7080739024107676,41.02052274927398,1.0770172448568287,3.4162633107454017,2.849834355819428,1.5121006776379478,0.6180066297953793,-3.245885769603098,-1.2412128186772131,-1.646660212971927,-0.5328891516473573,0.33107454017424987,0.44993328070068134,-1.2904162633107452,-1.0123234935146619,-0.3315911013037597,-2.1213371689038474,-7.48402710551791,-1.0008922922711911,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0.25,1,612.6320000000002,3.6271200000000023,200.00999999999996,5,11,8,13,3,4,0.3870967741935484,44,173.78697289448212,1.6230072156301305,0.9249185382381424,0.6493255300644949,89.44052274927394,2.348311989556068,2.4162633107454017,2.0156380142038235,4.512100677637948,1.844128618102601,3.754114230396902,1.4355572057352317,3.353339787028073,1.0852016586163695,0.33107454017424987,0.44993328070068134,-0.2904162633107452,-0.22782974347666796,0.05550567288978869,0.35509471310650137,13.51597289448209,1.8075873993908118,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
CN1CCN(c2c(F)c(N(C)C)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,200.0,1,406.43300000000016,2.1306000000000003,69.02000000000001,1,6,4,9,2,4,0.5,29,-32.41202710551789,-0.30269791221575026,-0.5716014617618597,-0.40128444484545167,-41.549477250726014,-1.0909052472913803,-1.5837366892545983,-1.321147352258596,-0.48789932236205225,-0.1994080290761019,-0.24588576960309805,-0.09402566535759393,-0.646660212971927,-0.2092709895946119,-0.6689254598257501,-0.909075722117458,-0.2904162633107452,-0.22782974347666796,0.16840889869624032,1.0773873453595197,-1.4840271055179102,-0.19846952322490452,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
Cc1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@@H]1[C@@H](C)O[C@H](C)CN31,13.0,1,402.3820000000001,1.1660199999999994,113.77000000000001,2,7,0,10,2,5,0.47368421052631576,29,-36.46302710551794,-0.3405304500694923,-1.5361814617618605,-1.0784537239721161,3.2005227492739863,0.08403155207439868,-0.5837366892545983,-0.48695101064299107,0.5121006776379478,0.2092993003596387,-4.245885769603098,-1.6236085364504196,0.353339787028073,0.11434717245813346,-0.6689254598257501,-0.909075722117458,0.7095837366892548,0.5566640065613259,0.14209310922255608,0.9090334235561845,-1.4840271055179102,-0.19846952322490452,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
CC1CN2c3c(cc4c(C(C)(C)C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,4000.0,0,444.4630000000002,2.1551,113.77,2,7,0,10,2,5,0.5454545454545454,32,5.617972894482136,0.052466593974769105,-0.5471014617618599,-0.3840845782313781,3.200522749273972,0.0840315520743983,-0.5837366892545983,-0.48695101064299107,0.5121006776379478,0.2092993003596387,-4.245885769603098,-1.6236085364504196,0.353339787028073,0.11434717245813346,-0.6689254598257501,-0.909075722117458,0.7095837366892548,0.5566640065613259,0.21386344415078573,1.3681804830198256,1.5159728944820898,0.20274186129823873,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
Cc1noc2c(Cl)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)C1C(C)OC(C)CN31,370.0,1,418.83700000000016,1.6803200000000003,113.77000000000001,2,7,0,10,2,5,0.47368421052631576,29,-20.008027105517897,-0.18685619423554523,-1.0218814617618597,-0.7173969321509672,3.2005227492739863,0.08403155207439868,-0.5837366892545983,-0.48695101064299107,0.5121006776379478,0.2092993003596387,-4.245885769603098,-1.6236085364504196,0.353339787028073,0.11434717245813346,-0.6689254598257501,-0.909075722117458,0.7095837366892548,0.5566640065613259,0.14209310922255608,0.9090334235561845,-1.4840271055179102,-0.19846952322490452,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
COC(=O)C1CN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CCC1=O,4.0,1,449.55100000000033,4.003400000000003,84.52000000000001,1,6,6,7,3,4,0.4230769230769231,33,10.705972894482272,0.09998373853162973,1.3011985382381428,0.913487399841788,-26.049477250726014,-0.6839438977903841,-1.5837366892545983,-1.321147352258596,-0.48789932236205225,-0.1994080290761019,1.754114230396902,0.6707657701888189,-2.646660212971927,-0.8565073137001026,0.33107454017424987,0.44993328070068134,-0.2904162633107452,-0.22782974347666796,0.09148582177316339,0.5852758816266941,2.51597289448209,0.33647898947261984,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
CC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C[C@H]1N,12.8,1,385.4640000000002,2.6068,97.78999999999999,2,6,5,7,2,4,0.5238095238095238,28,-53.38102710551783,-0.49852869134562067,-0.09540146176186015,-0.06697520069761846,-12.779477250726032,-0.33553247147566095,-0.5837366892545983,-0.48695101064299107,-0.48789932236205225,-0.1994080290761019,0.754114230396902,0.2883700524156125,-2.646660212971927,-0.8565073137001026,-0.6689254598257501,-0.909075722117458,-0.2904162633107452,-0.22782974347666796,0.19221842250576415,1.2297075603244423,-2.48402710551791,-0.3322066513992856,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
O=C(O)c1cn(C2CC2)c2c(F)c(N3CC4CCCC3CN4)c(F)cc2c1=O,2.9,1,389.4020000000001,2.6435000000000004,74.57,2,5,3,8,2,6,0.5,28,-49.443027105517956,-0.4617514674334929,-0.05870146176185953,-0.041210502545107545,-35.99947725072603,-0.9451868285990885,-0.5837366892545983,-0.48695101064299107,-1.4878993223620522,-0.6081153585118425,-1.245885769603098,-0.47642138313080035,-1.646660212971927,-0.5328891516473573,-0.6689254598257501,-0.909075722117458,1.7095837366892548,1.3411577565993198,0.16840889869624032,1.0773873453595197,-2.48402710551791,-0.3322066513992856,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
C[C@@H](N)[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.75,1,360.3890000000001,1.7422000000000002,101.44999999999999,2,6,4,8,2,4,0.5,26,-78.45602710551793,-0.7327056567078952,-0.9600014617618597,-0.673954983331421,-9.119477250726035,-0.23943708185155488,-0.5837366892545983,-0.48695101064299107,-0.48789932236205225,-0.1994080290761019,-0.24588576960309805,-0.09402566535759393,-1.646660212971927,-0.5328891516473573,-0.6689254598257501,-0.909075722117458,-0.2904162633107452,-0.22782974347666796,0.16840889869624032,1.0773873453595197,-4.48402710551791,-0.5996809077480478,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N(C)CCN(C)C)cc(=O)oc3c2C)OC1(C)C,0.35,1,557.6440000000002,2.8509400000000005,126.69999999999999,2,10,9,11,3,4,0.5172413793103449,40,118.79897289448218,1.1094709057062746,0.14873853823814054,0.10441971502319698,16.130522749273965,0.42351608427103543,-0.5837366892545983,-0.48695101064299107,3.5121006776379478,1.4354212886668605,4.754114230396902,1.817952923508438,1.353339787028073,0.4379653345108788,0.33107454017424987,0.44993328070068134,-0.2904162633107452,-0.22782974347666796,0.18565027800658518,1.1876881906789465,9.51597289448209,1.2726388866932874,2275,766,1509,5763,5.066373626373626,13.495998227922811,430,0.0011139783699150453
